BAE,DataID,Divisi,EfekEmiten_EBA,EfekEmiten_ETF,EfekEmiten_Obligasi,EfekEmiten_Saham,EfekEmiten_SPEI,Industri,SubIndustri,Email,Fax,id,JenisEmiten,KegiatanUsahaUtama,KodeDivisi,KodeEmiten,NamaEmiten,NPKP,NPWP,PapanPencatatan,Sektor,SubSektor,TanggalPencatatan,Telepon,Website,Status,Logo
PT. Sirca Datapro Perdana,0,,False,False,False,True,False,Farmasi,Farmasi,info@darya-varia.com,021 227 68016,0,,"Industri farmasi dan produk obat kimia, industri kosmetik, termasuk pasta gigi dan industri obat tradisional",,DVLA,Darya-Varia Laboratoria Tbk,,01.001.859.6-054.000,Utama,Kesehatan,Farmasi & Riset Kesehatan,1994-11-11T00:00:00,021 227 68000,http://www.darya-varia.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/DVLA.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,Batu Bara,Distribusi Batu Bara,corporate.secretary@dwigunalaksana.co.id ,02180511144,0,,Perdagangan Batu bara dan Jasa Pelabuhan,,DWGL,PT Dwi Guna Laksana Tbk,,023033426731000 ,Pengembangan,Energi,"Minyak, Gas & Batu Bara",2017-12-13T00:00:00,02180511142,www.dwigunalaksana.co.id ,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/DWGL.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Jasa Komersial,Jasa Pendukung Bisnis,corsec@dyandramedia.com,02131996277,0,,"Bergerak dalam bidang jasa, pembangunan dan perdagangan",,DYAN,PT Dyandra Media International Tbk.,00700,02.492.605.7-054.000,Utama,Perindustrian,Jasa Perindustrian,2013-03-25T00:00:00,02153673111,www.dyandramedia.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/DYAN.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",corp.secretary@eastparchotel.com,+622744932222,0,,"Menjalankan usaha dalam bidang hotel bintang lima, hotel bintang empat, restoran, rumah minum dan event organizer",,EAST,PT Eastparc Hotel Tbk,,31.425.190.1-542.000,Pengembangan,Barang Konsumen Non-Primer,Jasa Konsumen,2019-07-09T00:00:00,+622744932000,www.eastparc.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/EAST.jpg
PT. Ficomindo Buana Registrar,0,,False,False,False,True,False,Ritel Khusus,Ritel Elektronik,corporatesecretary@electronic-city.co.id,021 515 5919,0,,Perdagangan Ritel Produk Elektronik,,ECII,PT Electronic City Indonesia Tbk.,,02.225.412.2-054.000,PENGEMBANGAN,Barang Konsumen Non-Primer,Perdagangan Ritel,2013-07-03T00:00:00,021 5151177,www.corp.electronic-city.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ECII.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Aplikasi & Jasa Internet,Jasa & Konsultan TI,corporate.secretary@indonet.id,(021) 7388 2626,0,,"Internet service provider, telekomunikasi dengan kabel, holding, hosting, konsultasi komputer dan manajemen fasilitas komputer lainnya ",,EDGE,PT Indointernet Tbk.,S-8PKP/WPJ.08/KP.0703/2021,01.673.865.0-058.000,Pengembangan,Teknologi,Perangkat Lunak & Jasa TI,2021-02-08T00:00:00,(021) 7388 2525,www.indonet.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/EDGE.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Barang Kimia,Barang Kimia Khusus,liephing@ekadharma.com,021-5883091,0,,Chemicals,,EKAD,Ekadharma International Tbk,-,01.360.179.4-054.000,Utama,Barang Baku,Barang Baku,1990-08-14T00:00:00,021-5883090,www.ekadharma.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/EKAD.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Logistik & Pengantaran,Logistik & Pengantaran,corsec@pnep.co.id ,(+62) 31 - 568 0122,0,,Angkutan laut dan aktivitas penunjang angkutan,,ELPI,PT Pelayaran Nasional Ekalya Purnamasari Tbk,,01.528.336.9-941.000,Utama,Transportasi & Logistik,Logistik & Pengantaran,2022-08-08T00:00:00,(+62) 31 - 568 0121,www.pnep.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ELPI.jpg
,0,,False,False,True,True,False,"Pendukung Minyak, Gas & Batu Bara",Jasa Pengeboran Minyak & Gas,corporate@elnusa.co.id,(021) 788-30883,0,,Jasa Energi,,ELSA,Elnusa Tbk,,01.000.050.3-051.000,Utama,Energi,"Minyak, Gas & Batu Bara",2008-02-06T00:00:00,(021) 788-30850,www.elnusa.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ELSA.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,info@bakrieland.com,5225063,0,,Developer and Pembangunan Real Estate,,ELTY,Bakrieland Development Tbk,0,01.348.182.5-054.000,Pengembangan,Properti & Real Estat,Properti & Real Estat,1995-10-30T00:00:00,5257835,http://www.bakrieland.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ELTY.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corporate.secretary@megapolitan-group.com,30019939,0,,Pengembangan Kawasan (Developer),,EMDE,Megapolitan Developments Tbk,-,01.310.078.9-063.000,Pengembangan,Properti & Real Estat,Properti & Real Estat,2011-01-12T00:00:00,30019938,www.megapolitan-group.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/EMDE.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,corsec@emtek.co.id,021-7278 2194,0,,Jasa dan Perdagangan,,EMTK,Elang Mahkota Teknologi Tbk,,01.366.817.3-054.000,Utama,Teknologi,Perangkat Lunak & Jasa TI,2010-01-12T00:00:00,021-7278 2066,www.emtek.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/EMTK.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Pariwisata & Rekreasi,Rumah Makan,corpsec@champ-group.com,+622139832179,0,,Restoran,,ENAK,PT Champ Resto Indonesia Tbk,,31.182.319.9-017.000,Pengembangan,Barang Konsumen Non-Primer,Jasa Konsumen,2022-02-08T00:00:00, +622139832178,www.champ-group.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ENAK.jpg
PT. Ficomindo Buana Registrar,0,,False,False,False,True,False,Minyak & Gas,Produksi & Penyulingan Minyak & Gas,corsec@emp.id,021-29941247,0,,Eksplorasi dan Produksi Minyak dan Gas Bumi,,ENRG,Energi Mega Persada Tbk,,02.091.654.0-081.000,Pengembangan,Energi,"Minyak, Gas & Batu Bara",2004-06-07T00:00:00,021-29941540,www.emp.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ENRG.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,Jasa & Konsultan TI,Jasa & Konsultan TI,widiani.resi@gmail.com,+6221 5760784 ,0,,Jasa dan Perdagangan Teknologi Informasi,,ENVY,PT Envy Technologies Indonesia Tbk,-,02.194.334.5-058.000 ,Pengembangan,Teknologi,Perangkat Lunak & Jasa TI,2019-07-08T00:00:00,"+6221 5760782, + 6221 5760783 ",www.envytech.co.id ,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ENVY.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",corporatesecretary@morenzo.co.id,0,0,,Pengolahan distribusi hasil perikanan (rajungan dan makanan laut beku),,ENZO,PT Morenzo Abadi Perkasa Tbk,,31.695.189.6-125.000,Pengembangan,Barang Konsumen Primer,Makanan & Minuman,2020-09-14T00:00:00,(62-291) 6910185,www.morenzo.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ENZO.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,Wadah & Kemasan,Wadah & Kemasan,corsec@epack.co.id,021 2966 7099,0,,"Bergerak dalam bidang Industri Barang dari Plastik untuk Pengemasan,Industri Barang Plastik Lembaran",,EPAC,PT Megalestari Epack Sentosaraya Tbk.,,31.765.604.3-034.000,Pengembangan,Barang Baku,Barang Baku,2020-07-01T00:00:00,021 2966 7018,www.epack.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/EPAC.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Perdagangan Ritel Barang Primer,Ritel & Distributor Obat-obatan,investor.relations@enseval.com,(021) 460 9039,0,,Distributor Produk Kesehatan,,EPMT,Enseval Putera Megatrading Tbk,,01.342.572.3-054.000,Pengembangan,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,1994-08-01T00:00:00,(021) 46822422,www.enseval.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/EPMT.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Ritel Khusus,Ritel Elektronik,dl-corsec@erajaya.com,021-69831225,0,,Distribusi dan Pedagang Ritel Produk dan Layanan Komunikasi Selular dan penunjangnya,,ERAA,Erajaya Swasembada Tbk,0,01.802.172.5-054.000,Utama,Barang Konsumen Non-Primer,Perdagangan Ritel,2011-12-14T00:00:00,021-6905050,www.erajaya.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ERAA.jpg
PT. Sharestar Indonesia,0,,False,False,False,True,False,Pakaian & Barang Mewah,"Pakaian, Aksesoris, & Tas",corpsec@eratex.co.id,(62-31) 9900 1115,0,,Industri Tekstil ,,ERTX,Eratex Djaja Tbk,, 01.002.170.7-054.000 ,Pengembangan,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,1990-08-21T00:00:00,(62-31) 9900 1101 (hunting),www.eratexco.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ERTX.jpg
PT. Bima Registra,0,,False,False,False,True,False,Wadah & Kemasan,Wadah & Kemasan,corporate@sinergiplastama.co.id,0,0,,"Industri barang dari plastik untuk pengemasan, industri barang plastik lainnya, perdagangan besar karet dan plastik dalam bentuk dasar, dan perdagangan besar produk lainnya.",,ESIP,PT Sinergi Inti Plastindo Tbk.,,02.076.791.9-041.000,Pengembangan,Barang Baku,Barang Baku,2019-11-14T00:00:00,021-27515179,https://sinergiplastama.co.id/,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ESIP.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Barang Kimia,Barang Kimia Dasar, corpsec.sep@essa.id , +62-21-29885601 ,0,,Berusaha dalam bidang usaha industri pemurnian dan pengolahan gas bumi,,ESSA,Surya Esa Perkasa Tbk,-, 02.545.677.3-054.000 ,Utama,Barang Baku,Barang Baku,2012-02-01T00:00:00, +62-21-29885600 , www.essa.id ,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ESSA.jpg
PT. Bima Registra,0,,False,False,False,True,False,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",corpsec@estamultiusaha.co.id,+ 62 21 6083 4568,0,,"Perhotelan Bintang 2, Penyewaan Ruko, Penyewaan Mobil Penumpangdan Perdagangan",,ESTA,PT Esta Multi Usaha Tbk.,,31.422.706.7.411.000,Pengembangan,Barang Konsumen Non-Primer,Jasa Konsumen,2020-03-09T00:00:00,+62 21 6083 4569,www.estamultiusaha.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ESTA.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Pakaian & Barang Mewah,Tekstil,erlien@evershinetex.com,021 - 3160271; 3160260,0,,Industri Tekstil ,,ESTI,Ever Shine Textile Industry Tbk,,01.131.301.2-054.000,UTAMA,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,1992-10-13T00:00:00,316-02-38 ,http://www.evershinetex.com/,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ESTI.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Bahan Bakar Alternatif,Bahan Bakar Alternatif,corsec@eterindo.com,021-252 8090,0,,Chemicals,,ETWA,Eterindo Wahanatama Tbk,S-62PKP/WPJ.07/KP.0803/2016,01.585.572.9-054.000,Pengembangan,Energi,Energi Alternatif,1997-05-16T00:00:00,021-252 8080,www.eterindo.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ETWA.jpg
PT. Bima Registra,0,,False,False,False,True,False,Produk Perawatan Tubuh,Produk Perawatan Tubuh,corsec@esteegoldaerosol.com,021-5451944,0,,Industri pengisian jasa aerosol kosmetik dan bahan pembersih keperluan rumah tangga,,EURO,PT Estee Gold Feet Tbk,,01.120.413.8-047.000,Akselerasi,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,2022-08-08T00:00:00,021-6190528,www.esteegoldaerosol.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/EURO.jpg
,0,,False,False,True,True,False,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,Corpsec@xl.co.id,(021) 576 1880,0,,Penyelenggaraan Jasa Telekomunikasi dan/atau Jaringan Telekomunikasi dan/atau Multimedia,,EXCL,PT XL Axiata Tbk,-,01.345.276.8-092.000,Utama,Infrastruktur,Telekomunikasi,2005-09-29T00:00:00,(021) 576 1881,www.xl.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/EXCL.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,corp.secretary@fap-agri.com,0,0,,Perusahaan Holding yang Melakukan Aktivitas Kantor Pusat dan Kegiatan Perkebunan dan Industri Kelapa Sawit Melalui Entitas Anak,,FAPA,PT FAP Agri Tbk,,01.709.688.4-725.000,Pengembangan,Barang Konsumen Primer,Makanan & Minuman,2021-01-04T00:00:00,(021) 50205811 ,www.fap-agri.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/FAPA.jpg
,0,,False,False,True,True,False,Pariwisata & Rekreasi,Rumah Makan,jd.juwono@kfcindonesia.com,"298387, 8300569",0,,Food and Beverages,,FAST,PT Fast Food Indonesia Tbk,0,01.306.783.0-092.000,Pengembangan,Barang Konsumen Non-Primer,Jasa Konsumen,1993-05-11T00:00:00,"8310919, 8298390, 8309382, 8309383",http://www.kfcindonesia.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/FAST.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Wadah & Kemasan,Wadah & Kemasan,legalfasw@fajarpaper.com,021 - 3457643,0,,Pulp and Paper,,FASW,Fajar Surya Wisesa Tbk,,01.326.236.5-092.000,Utama,Barang Baku,Barang Baku,1994-12-19T00:00:00,021 - 3441316 / HP Corsec : 081398802173 (Marco),www.fajarpaper.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/FASW.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Hiburan & Film,Hiburan & Film,corporatesecretary@mdpictures.co,(62-21) 29055777,0,,Studio Perfilman,,FILM,PT MD Pictures Tbk.,,02.250.161.3-018.000,Utama,Barang Konsumen Non-Primer,Media & Hiburan,2018-08-07T00:00:00,(62-21) 29855777,www.mdpictures.co,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/FILM.jpg
PT. Bima Registra,0,,False,False,False,True,False,Konstruksi Bangunan,Konstruksi Bangunan,info@fimperkasautama.co.id,021-3100074,0,,Bidang Konstruksi,,FIMP,PT Fimperkasa Utama Tbk,,016044893071000,Akselerasi,Infrastruktur,Konstruksi Bangunan,2021-04-09T00:00:00,021-3100074,www.fimperkasautama.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/FIMP.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Batu Bara,Distribusi Batu Bara,corsec@alfacentra.com,02175930552,0,,"Perdagangan, pengangkutan, dan pertambangan batubara melalui entitas anak Perseroan",,FIRE,PT Alfa Energi Investama Tbk.,,72.558.812.3-013.000,Pengembangan,Energi,"Minyak, Gas & Batu Bara",2017-06-09T00:00:00,0217246966,www.alfacentra.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/FIRE.jpg
PT BSR Indonesia,0,,False,False,False,True,False,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,corporate.secretary@fksmultiagro.co.id,021 5088 9890,0,,Wholesale (Durable and Nondurable Goods) ,,FISH,FKS Multi Agro Tbk,S-16PKP/WPJ.07/KP.0803/2021,01.571.740.8-054.000,Pengembangan,Barang Konsumen Primer,Makanan & Minuman,2002-01-18T00:00:00,021 5088 9889,www.fksmultiagro.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/FISH.jpg
PT. Bima Registra,0,,False,False,False,True,False,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",corsec.hotelfitra@gmail.com,(0233) 8291888,0,,"Perusahaan Induk dalam bidang Jasa, Pengelolaan Hotel & Pariwisata",,FITT,PT Hotel Fitra International Tbk,,03.346.647.5-077.000,PENGEMBANGAN,Barang Konsumen Non-Primer,Jasa Konsumen,2019-06-11T00:00:00,(0233) 8292888,www.fitratbk.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/FITT.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Produk Perawatan Tubuh,Produk Perawatan Tubuh,corporate@falmaco.com,(022) 686 6806,0,,"Bergerak di bidang produksi tisu basah, kain nonwoven dan produk kesehatan lainnya",,FLMC,PT Falmaco Nonwoven Industri Tbk,,01.723.315.6-421.000,Akselerasi,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,2021-07-08T00:00:00,(022) 686 6808,www.falmaco-nonwoven.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/FLMC.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corsec@fmiindo.com ,(031) 562-09-68 ,0,,Pengembang dan Pembangunan (Real Estate),,FMII,Fortune Mate Indonesia Tbk,0,01.061.806.4-641.001,Pengembangan,Properti & Real Estat,Properti & Real Estat,2000-06-30T00:00:00,(031) 561-28-18 (hunting) ,www.fmiindo.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/FMII.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,Makanan Olahan,Makanan Olahan,secretary@sentrafood.co.id,(021) 29035297,0,,Bergerak dalam bidang Pengolahan Makanan dan Minuman melalui Perusahaan Anak,,FOOD,PT Sentra Food Indonesia Tbk.,,02.393.318.7-012.000,Pengembangan,Barang Konsumen Primer,Makanan & Minuman,2019-01-08T00:00:00,(021) 29055295,www.sentrafood.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/FOOD.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,Media,Periklanan,corsec@foru.co.id,7884-7524,0,,Media dan Percetakan,,FORU,Fortune Indonesia Tbk,0,01.303.912.8-054.000,Pengembangan,Barang Konsumen Non-Primer,Media & Hiburan,2002-01-17T00:00:00,782-7989,www.foru.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/FORU.jpg
PT. Adimitra Jasa Korpora,0,,False,False,True,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corporate@forzaland.com,(021) 5366 1752,0,,"Pembangunan, pengelolaan dan perdagangan real estate/properti.",,FORZ,PT Forza Land Indonesia Tbk.,PEM-02921/WPJ.06/KP.1603/2012,03.219.966.3-077.000,Pengembangan,Properti & Real Estat,Properti & Real Estat,2017-04-28T00:00:00,(021) 5366 9777,www.forzaland.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/FORZ.jpg
PT. Adimitra Transferindo,0,,False,False,False,True,False,,,mercianaa@pttitan.com; agusteno@pttitan.com,+62.21.5290.7281,0,,Plastics and Packaging,,FPNI,PT Lotte Chemical Titan Tbk.,-,01.329.625.6-054.000,PENGEMBANGAN,BASIC INDUSTRY AND CHEMICALS,PLASTICS & PACKAGING,2002-03-21T00:00:00,+62.22.5290.7008,www.pttitan.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/FPNI.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,corpsec.division@smartfren.com,+62 21 3156853,0,,Jasa Telekomunikasi ,,FREN,PT Smartfren Telecom Tbk,S-108PKP/WPJ.07/KP.0803/2018,02.274.977.4-054.000,Utama,Infrastruktur,Telekomunikasi,2006-11-29T00:00:00,+62 21 50278888,www.smartfren.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/FREN.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,Pembiayaan Konsumen,Pembiayaan Konsumen,fuji.finance.indonesia@gmail.com,(021) 5226518,0,,Jasa Pembiayaan,,FUJI,PT Fuji Finance Indonesia Tbk.,,01.361.28.7-021.000,PENGEMBANGAN,Keuangan,Jasa Pembiayaan,2019-07-09T00:00:00,(021) 5226509,www.fujifinance.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/FUJI.jpg
PT. Sharestar Indonesia,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,info@gadingdevelopment.com,(021) 29333520,0,,Properti melalui entitas anak,,GAMA,Aksara Global Development Tbk,0,03.080.333.2-063.000,Utama,Properti & Real Estat,Properti & Real Estat,2012-07-11T00:00:00,(021) 29333521,www.gadingdevelopment.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GAMA.jpg
PT BSR Indonesia,0,,False,False,False,True,False,Logam & Mineral,Baja & Besi,secretary@gunawansteel.com;hadi.sutjipto@gunawansteel.com,"031-7490581, 7481939",0,,Industri Besi dan Baja,,GDST,Gunawan Dianjaya Steel Tbk,--,01.481.535.1-092.000,Pengembangan,Barang Baku,Barang Baku,2009-12-23T00:00:00,031-7490598,www.gunawansteel.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GDST.jpg
PT. Bima Registra,0,,False,False,False,True,False,Komponen Otomotif,Ban,corpsec_id@goodyear.com,0251-8328088,0,,Automotive and Components,,GDYR,Goodyear Indonesia Tbk,-,01.002.075.8-092.000,Utama,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,1980-12-22T00:00:00,0251-8322071,https://www.goodyear-indonesia.com/,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GDYR.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Barang Rumah Tangga,Produsen Furnitur Rumah,corporate.secretary@vivere.co.id,-,0,,Perdagangan Umum,,GEMA,Gema Grahasarana Tbk,,01.392.120.0-054.000,Pengembangan,Barang Konsumen Non-Primer,Barang Rumah Tangga,2002-08-12T00:00:00,021-50986988,ggs.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GEMA.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,Batu Bara,Produksi Batu Bara,corsec@goldenenergymines.com,021-31990319,0,,Pertambangan batubara melalui anak perusahaan dan perdagangan batubara,,GEMS,Golden Energy Mines Tbk,-,01.831.727.1-021.000,Utama,Energi,"Minyak, Gas & Batu Bara",2011-11-17T00:00:00,02150186888,www.goldenenergymines.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GEMS.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Rokok,Rokok,corporate_secretary@gudanggaramtbk.com,"(021) 4243136, (0354) 681555",0,,Industri Rokok,,GGRM,Gudang Garam Tbk,-,01.107.155.2-651.000,Utama,Barang Konsumen Primer,Rokok,1990-08-27T00:00:00,"(021) 29557000, (0354)682091-97",www.gudanggaramtbk.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GGRM.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Logam & Mineral,Baja & Besi,gsg@gunungsteel.com,(021) 890 0555,0,,Industri baja,,GGRP,PT Gunung Raja Paksi Tbk.,,01.509.224.0-431.000,Pengembangan,Barang Baku,Barang Baku,2019-09-19T00:00:00,(021) 890 0111,www.gunungrajapaksi.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GGRP.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,	investor.relation@gihon-indonesia.com,0,0,,Jasa Penunjang Telekomunikasi,,GHON,PT Gihon Telekomunikasi Indonesia Tbk,,02.038.123.2-038.000,Utama,Infrastruktur,Telekomunikasi,2018-04-09T00:00:00,	021 - 29659371,	www.gihon-indonesia.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GHON.jpg
,0,,False,False,False,True,False,Maskapai Penerbangan,Maskapai Penerbangan,ikhsan.rosan@garuda-indonesia.com,	021-2291 5673 ,0,,Jasa angkutan udara niaga,,GIAA,Garuda Indonesia (Persero) Tbk,-,	01.001.634.3-093.000 ,Pengembangan,Transportasi & Logistik,Transportasi,2011-02-11T00:00:00,	021-2560 1011,	www.garuda-indonesia.com ,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GIAA.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Komponen Otomotif,Ban,gajahjak@gt-tires.com;dradjat.tribrata@gt-tires.com,021 - 3805663,0,,Automotive and Components,,GJTL,Gajah Tunggal Tbk,,01.003.009.6-092.000,Utama,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,1990-05-08T00:00:00,"021 - 3811102, 3459431, 3459302",www.gt-tires.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GJTL.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Specialty Retail,Electronics Retail,djoko@globalteleshop.co.id,021-3915671,0,,Perdagangan,,GLOB,PT Globe Kita Terang Tbk,S-46PKP/WPJ.07/KP.0803/2021,02.506.833.9-054.000,PENGEMBANGAN,Consumer Cyclicals,Retailing,2012-10-07T00:00:00,"021-31905997, 021-3915677",http://globekitaterang.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GLOB.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,"Perangkat, Instrumen & Komponen Elektronik",Perangkat & Instrumen Elektronik,gtc.secretary@galva.co.id,(021) 345 6651,0,,"Trade, Services and Investment",,GLVA,PT Galva Technologies Tbk,,01.562.264.0-073.000,Pengembangan,Teknologi,Perangkat Keras & Peralatan Teknologi,2019-12-23T00:00:00,(021) 345 6650,www.gtc.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GLVA.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Operator Infrastruktur Transportasi,Operator Bandar Udara,corporatecommunications@gmf-aeroasia.co.id,55010461,0,,"Jasa Perawatan, Reparasi dan Overhaul Pesawat Udara serta pendukungnya, perdagangan, perindustrian, pergudangan dan pengangkutan dan jasa lainnya.",,GMFI,PT Garuda Maintenance Facility Aero Asia Tbk.,,02.239.283.1-093.000,Pengembangan,Infrastruktur,Infrastruktur Transportasi,2017-10-10T00:00:00,550 8717,www.gmf-aeroasia.co.id ,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GMFI.jpg
PT. Sharestar Indonesia,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corporate.secretary@tanjungbunga.com,0411-8113494,0,,Real Estate,,GMTD,Gowa Makassar Tourism Development Tbk,.,01.562.582.5-054.000,Pengembangan,Properti & Real Estat,Properti & Real Estat,2000-12-11T00:00:00,0411-8113456,www.tanjungbunga.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GMTD.jpg
